label,tweet,refined_tweet
love,qyara kamu tau ibumu sosok terpenting perjalanan hidupku merubah ku menjadi lebih banyak berfikir bertindak menekan ego amarahku seseorang yang mengenalkan ku apa arti kata mencintai menghargai sangat berterimakasih pdnya,qyara tau ibumu sosok terpenting perjalanan hidupku merubah menjadi berfikir bertindak menekan ego amarahku seseorang mengenalkan arti kata mencintai menghargai berterimakasih pdnya
anger,kelakuan kampungan kalian mbok jangan kelewatan lah maluin peak,kelakuan kampungan kalian mbok jangan kelewatan maluin peak
sadness,ketiduran jam berharap bangun jam sekarang kebangun mau makan nanggung mau lanjut tidur susah mau pakai jurus ampuh buka laptop biar ngantuk laptopnya kantor sekian terima thr,ketiduran jam berharap bangun jam kebangun mau makan nanggung mau lanjut tidur susah mau pakai jurus ampuh buka laptop biar ngantuk laptopnya kantor sekian terima thr
sadness,temu mungkin bakal nemu sosok yang bisa nyambungngobrolngalorngidul dudukgapindahtempat jam bahkan terdistraksi hp miss him a lot,temu mungkin bakal nemu sosok bisa nyambungngobrolngalorngidul dudukgapindahtempat jam bahkan terdistraksi hp miss him a lot
sadness,selama tahun didlm duniaku oenuh dirinya didlm dunianya oun mungkin penuh diriku dunia berjalan sangat bahagia bagiku mungkin monoton ibumu tahu kadang masa sangat membosankan baginya dia sangat pergi dariku tahu dia berkata,selama tahun didlm duniaku oenuh dirinya didlm dunianya oun mungkin penuh diriku dunia berjalan bahagia bagiku mungkin monoton ibumu kadang masa membosankan baginya dariku berkata
happy,esbuah rb bolak balik gojek rb beli e buah rb jadi rb worth it lah asli dikota jual ceban jarang parah wkwkwk,esbuah rb bolak balik gojek rb beli e buah rb rb worth it asli dikota jual ceban jarang parah wkwkwk
sadness,dalam kereta lihat keluar jendela kaca cuma kelihatan lihat lampu kotalgunya the truth untold bikin baper maximal,dalam kereta lihat keluar jendela kaca kelihatan lihat lampu kotalgunya the truth untold bikin baper maximal
sadness,egoisnya pada itu ku tutup semua mata telinga bahkan hati dia mungkin merasa kebimbangan ku acuhkan perasaannya dia mencari sangat egois bukan hanya memikirkan hanya yang melakukan segalanya baginyaternyata saya salah,egoisnya tutup mata telinga bahkan hati mungkin merasa kebimbangan acuhkan perasaannya mencari egois bukan hanya memikirkan hanya melakukan segalanya baginyaternyata salah
anger,kesekian kalinya complain via socmed selalu dibalas template selalu sama tidak memberikan solusi sudah sop nya itu,kesekian kalinya complain via socmed selalu dibalas template selalu memberikan solusi sudah sop
happy,abis makan bumen makan sosis padahal aliando bilang kenyang dia pesan sosis mau size xl untungnya kosong akhirnya l gilasehhhh kamu,abis makan bumen makan sosis padahal aliando bilang kenyang pesan sosis mau size xl untungnya kosong akhirnya l gilasehhhh
sadness,niatnya sih tidur terus buka twitter eh scroll twitter habisnya iya kaya sayang kamu tidak habisnya sayangmu ke aku habislah tidak pernah,niatnya tidur buka twitter scroll twitter habisnya iya kaya sayang habisnya sayangmu aku habislah
sadness,beda sama tugas sedikit ngeluh malesmalesan kuliah ujan sedikit masuk kalau liat bawaannya nangis ya tinggal lingkungan yang maaf kumuh sekolah senang sekali,beda tugas sedikit ngeluh malesmalesan kuliah ujan sedikit masuk liat bawaannya nangis tinggal lingkungan maaf kumuh sekolah senang sekali
sadness,jujur saya sedang mengalami kejenuhan zona sekarang mulai jenuh keseharian orang aja obrolan itu aja semua ituitu aja,jujur sedang mengalami kejenuhan zona mulai jenuh keseharian aja obrolan aja ituitu aja
happy,sekolah pangan mana kak hihi menyenangkan kaaan ikut kelas mirip kak healing sangat sih buat jaaah salfook wggwgwgw hooh kak bahkan banyak hotel cari tahu kak buat dresssing salad gilingaaaan naik kasta sangat kemb,sekolah pangan mana kak hihi menyenangkan kaaan ikut kelas mirip kak healing jaaah salfook wggwgwgw hooh kak bahkan hotel cari kak dresssing salad gilingaaaan naik kasta kemb
happy,wkwkwkwk padahal tahun berapa kali bandung tidak pernah ketemu akhirnya ketemuuu wkwkkw b loh cil jangan dilebaikan,wkwkwkwk padahal tahun berapa kali bandung ketemu akhirnya ketemuuu wkwkkw b loh cil jangan dilebaikan
anger,memasuki tahun menunggu seseorang eh yang datang tidak tanggung jawab sama kelakuannya besok kalau keluar pakai rok ma,memasuki tahun menunggu seseorang datang tanggung jawab kelakuannya besok keluar pakai rok ma
happy,menyesal baru nonton film romcom the wedding planner matthew mcconaughey jaman muda membuatku bahagia dengan melihatnya tertawa halah baperlevelcupu ngayalbabu,menyesal nonton film romcom the wedding planner matthew mcconaughey jaman muda membuatku bahagia melihatnya tertawa halah baperlevelcupu ngayalbabu
love,untukmu wanita selalu aju cinta rindukan selamat bertambah usia syng selamat bertambah keberkahan kebahagian hidup sdr bukan siapa hidupmu sdr hanya manusia asing skrng percayalah saya akan berusaha menjaga dirimu dalam hatiku,untukmu wanita selalu aju cinta rindukan selamat bertambah usia syng selamat bertambah keberkahan kebahagian hidup sdr bukan siapa hidupmu sdr hanya manusia asing skrng percayalah berusaha menjaga dirimu dalam hatiku
sadness,throwback video launching lagu takkan terhenti disini tahun salah satu kakak yang di video sudah meninggal tahun lalu hoek hiks,throwback video launching lagu takkan terhenti disini tahun salah satu kakak video sudah meninggal tahun lalu hoek hiks
happy,countdown to libur lebaran sepertinya mesti download banyak drama kan lebaran yakaan puasa yakaan apaapa kan nonton adegan unyu drama korya yakaan,countdown to libur lebaran sepertinya mesti download drama lebaran yakaan puasa yakaan apaapa nonton adegan unyu drama korya yakaan
sadness,salah meminta ke teman bisa sebut normal malah pertanyaan selalu muncul mereka ingat ketika berkaitan apa yang bisa lakukan ingat kalau butuh bantuan,salah meminta teman bisa sebut normal malah pertanyaan selalu muncul ingat ketika berkaitan bisa lakukan ingat butuh bantuan
love,untukumu wanita selalu fikrikan bahagialah bertambahnya usia mu syng semoga kamu sehat semoga terjaga iman islammujaga bahagiamu kekasihku merasa tenang mencintaimu diamsekali selamat bertambah usia saya mencintaimu akhir hdpku,untukumu wanita selalu fikrikan bahagialah bertambahnya usia mu syng semoga sehat semoga terjaga iman islammujaga bahagiamu kekasihku merasa tenang mencintaimu diamsekali selamat bertambah usia mencintaimu akhir hdpku
happy,jangan bergantung peruntungan senang happy hidupmu tergantung kerja kerasmu tulu mahakarya lagu kesukaanku biar tidak malesmalesan,jangan bergantung peruntungan senang happy hidupmu tergantung kerja kerasmu tulu mahakarya lagu kesukaanku biar malesmalesan
anger,jangan ngomong kamu gini biar kamu sukses mirip mau masuk sma kamu ambil jurusan ip dipaksa masuk ipa jadilah kamu anak salah jurusan rasanya gimana enak,jangan ngomong gini biar sukses mirip mau masuk sma ambil jurusan ip dipaksa masuk ipa jadilah anak salah jurusan rasanya gimana enak
sadness,sama mirip hobi kalau orang suka sama satu disuruh jalanin lain bakal jatuhnya mirip bodoh tidak bisa ngapain padahal bukan bidangnya berakhir dinyinyirin sama orang,mirip hobi suka satu disuruh jalanin lain bakal jatuhnya mirip bodoh bisa ngapain padahal bukan bidangnya berakhir dinyinyirin
happy,sama mirip bahagia mau gimanapun persepsi orang bahagia kalau bahagiamu memang beda persepsi orang tetap bahagia kamu orang tidak ngerasain kamu merasakan bahagia kamu,mirip bahagia mau gimanapun persepsi bahagia bahagiamu beda persepsi tetap bahagia ngerasain merasakan bahagia
happy,jangan lupa bahagia hari cukup jalani hidup penuh bahagia ada yang buat kamu sedih senyum senyum angkat kepala biar mahkotamu jatuh,jangan lupa bahagia cukup jalani hidup penuh bahagia sedih senyum senyum angkat kepala biar mahkotamu jatuh
anger,sungguh sangat bejad anggota dpr wakil rkyt dibayar uang rkyt malah menyalahkan aparatdensus mendukung teroris,sungguh bejad anggota dpr wakil rkyt dibayar uang rkyt malah menyalahkan aparatdensus mendukung teroris
sadness,kalau memang tak niatan lebih jangan terlalu baik padaku takut menimbulkan baper untukku mungkin bagimu biasa tapi bagiku,niatan jangan terlalu baik padaku takut menimbulkan baper untukku mungkin bagimu biasa tapi bagiku
happy,permen jahe kenyal saya suka permen sugus selalu nyetock permen sugus kulkas paling suka sugus purple grape zaman masi tk sekarang rasanya berubah ngangenin,permen jahe kenyal suka permen sugus selalu nyetock permen sugus kulkas paling suka sugus purple grape zaman masi tk rasanya berubah ngangenin
anger,dua tahun doi jadi spv jadi biasa tidur sendiri doi pulang subuh paginy kerja tidur pulang sudah brgkt padahal serumah kadang hari baru ketemu kok ada ngatain posesif bisa ditinggal saya makan jadi lauk samyang,dua tahun doi spv biasa tidur sendiri doi pulang subuh paginy kerja tidur pulang sudah brgkt padahal serumah kadang ketemu ngatain posesif bisa ditinggal makan lauk samyang
happy,lintasan waktu danilla nci panutanq kelihatan true colornya disini suka banget kayaknya rada keinspirasi sama mac demarco lagunya memang enak banget heran kemarin jadi nominee ica sayang saingannya album pop saya suka entah kemana laguland aaa,lintasan waktu danilla nci panutanq kelihatan true colornya disini suka banget kayaknya rada keinspirasi mac demarco lagunya enak banget heran kemarin nominee ica sayang saingannya album pop suka entah kemana laguland aaa
love,untukmu qyaraku jaga selalu bahagia ibumu jaga selalu senyum diwajahnya senyum selalu rindukan kamu tau sekarang kamu lah sumber bahagia dirinya kamu lah dunianya skrng semuanya lasti lakukan untukmu percaya padamu sobat kecil,untukmu qyaraku jaga selalu bahagia ibumu jaga selalu senyum diwajahnya senyum selalu rindukan tau sumber bahagia dirinya dunianya skrng semuanya lasti lakukan untukmu percaya padamu sobat kecil
anger,syukurin sih apa kamu dapetin jangan keluh terus update socmed gapenting bruh kadang mikir resiko konsekuensi kamu ambil face it or fake it lah,syukurin dapetin jangan keluh update socmed gapenting bruh kadang mikir resiko konsekuensi ambil face it or fake it
sadness,saatnya sakit hati nikmatin cara menangis salah satunya gembira bisa jadi alternatif yang terpenting semua bisa kita lewatin walaupun gagal,saatnya sakit hati nikmatin cara menangis salah satunya gembira bisa alternatif terpenting bisa lewatin walaupun gagal
anger,input absen mahasiswa pernah balance kesal sendiri kepala mata nyutnyutan karen super teliti saya kudu ngulang gara balance,input absen mahasiswa balance kesal sendiri kepala mata nyutnyutan karen super teliti kudu ngulang gara balance
sadness,tadi pa diajakin makan akunya memang eneg bgt padahal buka puasa minum air putih perut eneg bgt giliran sekarang lapar sangat manusyaaa,tadi diajakin makan akunya eneg bgt padahal buka puasa minum air putih perut eneg bgt giliran lapar manusyaaa
happy,malam malam makan efek perut kunyel kunyel diisi mirip gini dinikmati wae yo anakperantauan anakkost maklumlahyo,malam malam makan efek perut kunyel kunyel diisi mirip gini dinikmati wae yo anakperantauan anakkost maklumlahyo
sadness,malu hanya duduk diam berpangku angan kini sabdanya sering terngiang mati angan angan tak mampu berdiri balutan kegelisahan tak berdaya keada kini terseok seok lautan lautan kerinduan mu rindu,malu hanya duduk diam berpangku angan kini sabdanya sering terngiang mati angan angan mampu berdiri balutan kegelisahan berdaya keada kini terseok seok lautan lautan kerinduan mu rindu
anger,memahami memang benar pernah bikin kecewa selayaknya diberi kesempatan kasih dana umum kali kali zonk kartu biar masuk penjara huuhhh kzl,memahami benar bikin kecewa selayaknya diberi kesempatan kasih dana umum kali kali zonk kartu biar masuk penjara huuhhh kzl
love,kangen sangat deh sama maw baru berapa hari ktm sudah kgn nih sama mau sayang sangat sama mau semoga kamu baik terus mau tidak mau cantik disakitin nih calon lawyer nih,kangen maw berapa ktm sudah kgn nih mau sayang mau semoga baik mau mau cantik disakitin nih calon lawyer nih
anger,jenis orang bikin male awal ketemu yang senang sekali nyombongin diri sendiri mungkin sebenarnya dia pede jadi butuh pengakuan male sekali sih bicara sama orang kek gini meski dia cantikganteng banget,jenis bikin male awal ketemu senang sekali nyombongin diri sendiri mungkin sebenarnya pede butuh pengakuan male sekali bicara kek gini meski cantikganteng banget
anger,selama jadi head of dept jadi gm hotel paling benci and langsung kepala bertanduk kalau anak buah ditanya jawabnya tau sekali maafin kedua kali ketiga seterusnya jawab tau plaakkk,selama head of dept gm hotel paling benci and langsung kepala bertanduk anak buah ditanya jawabnya tau sekali maafin kedua kali ketiga seterusnya jawab tau plaakkk
happy,pulang kerja jalan makan jalan bicara tertawa tawa pulang malam pilih buat nongkrong lagi di parkiran pom bensin samping sency lanjut bicara tertawa tawa staring at each other lalu dicium kening lalu pamit pulang sungguh kebahagiaan sangat sederhana,pulang kerja jalan makan jalan bicara tertawa tawa pulang malam pilih nongkrong lagi parkiran pom bensin samping sency lanjut bicara tertawa tawa staring at each other lalu dicium kening lalu pamit pulang sungguh kebahagiaan sederhana
sadness,wah kalau nih suka nangis bertengkar sama cowokku kadang saya malu sama tetangga depan wkakaka yaudah lah cuekan hahaha saya smp pindah sih,wah nih suka nangis bertengkar cowokku kadang malu tetangga depan wkakaka yaudah cuekan hahaha smp pindah
sadness,wkwk yasama halnya kan mirip menyelipkan pesan tangisan lebih ngena bentuk gelak tawa jadi kapanpun kamu kepikiran kenapa dituliskan sampekengtay dalang dialog terakhir tak sempat terukir did,wkwk yasama halnya mirip menyelipkan pesan tangisan ngena bentuk gelak tawa kapanpun kepikiran kenapa dituliskan sampekengtay dalang dialog terakhir sempat terukir did
fear,iyaa nci kadang suka mikir kalau hidup ingin macam memang esok dikasih nafas sama allah mudahan selalu dilindungi aaamiiinnn,iyaa nci kadang suka mikir hidup ingin macam esok dikasih nafas allah mudahan selalu dilindungi aaamiiinnn
happy,hahahaha belio kamera sing topcer terus nek lombok fotoin yak terus edit maximal langsing apa apa asal jadi kaya chelsi islan lah sedikit samping tidak apa apa siap dipiusi,hahahaha belio kamera sing topcer nek lombok fotoin yak edit maximal langsing asal kaya chelsi islan sedikit samping siap dipiusi
happy,alhamdulillah segala puji allah tuhan semesta alam terimakasih di beri nikmat sehatrezekiumur panjang happy thanksfam thanksdear,alhamdulillah segala puji allah tuhan semesta alam terimakasih beri nikmat sehatrezekiumur panjang happy thanksfam thanksdear
anger,orang suka maksa bikin ilfeel awal sering sekali kalau bicara pakai kata sekarang buat penting kan buat lagian juga harus selalu sekarang ngegaji belum tentu boleh maksa right bhay,suka maksa bikin ilfeel awal sering sekali bicara pakai kata penting lagian juga harus selalu ngegaji belum tentu boleh maksa right bhay
